Paused,Pauzirano,module,Magento_Customer
View,Pregled,module,Magento_Customer
Unknown,Nepoznato,module,Magento_Customer
Order #,Porudžbina #,module,Magento_Customer
Purchased,Naručeno,module,Magento_Customer
Bill-to Name,Račun na Ime,module,Magento_Customer
Ship-to Name,Dostava na Ime,module,Magento_Customer
Order Total,Ukupan iznos,module,Magento_Customer
Purchase Point,Kupovina,module,Magento_Customer
Customer View,Lista korisnika,module,Magento_Customer
Qty,Kol,module,Magento_Customer
Confirmed,Potvrđeno,module,Magento_Customer
Confirmation Required,Potrebna je potvrda,module,Magento_Customer
Confirmation Not Required,Potvrda Nije Obavezna,module,Magento_Customer
Indeterminate,Neodlučan,module,Magento_Customer
The customer does not have default billing address.,Kupac nema podrazumevanu adresu za naplatu.,module,Magento_Customer
Offline,Van mreže,module,Magento_Customer
Online,Na vezi,module,Magento_Customer
Never,Nikada,module,Magento_Customer
Unlocked,Otključano,module,Magento_Customer
Locked,Zaključano,module,Magento_Customer
Deleted Stores,Obrisane Prodavnice,module,Magento_Customer
Add Locale,Dodajte Lokal,module,Magento_Customer
Add Date,Dodajte Datum,module,Magento_Customer
Days in Wish List,Dana u Listi Želja,module,Magento_Customer
Unlock,Otključaj,module,Magento_Customer
No,Ne,module,Magento_Customer
Yes,Da,module,Magento_Customer
Delete File,Izbriši datoteku,module,Magento_Customer
Download,Preuzimanje,module,Magento_Customer
Delete Image,Izbriši sliku,module,Magento_Customer
View Full Size,Pogledaj u Punoj Veličini,module,Magento_Customer
Website,Web sajt,module,Magento_Customer
Subscribed,Pretplaćen,module,Magento_Customer
All countries,Sve zemlje,module,Magento_Customer
Customer Groups,Grupe kupaca,module,Magento_Customer
Add New Customer Group,Dodaj Novu Grupu Kupaca,module,Magento_Customer
Save Customer Group,Sačuvaj Grupu Kupaca,module,Magento_Customer
Delete Customer Group,Izbriši Grupu Kupaca,module,Magento_Customer
New Customer Group,Nova Grupa Kupaca,module,Magento_Customer
"Edit Customer Group ""%1""","Izmeni Grupu Korisnika ""%1""",module,Magento_Customer
Group Information,Informacije o Grupi,module,Magento_Customer
Group Name,Naziv Grupe,module,Magento_Customer
Maximum length must be less then %1 characters.,Maksimalna dužina mora biti manja od %1 karaktera.,module,Magento_Customer
Tax Class,Klasa Poreza,module,Magento_Customer
The customer is now assigned to Customer Group %s.,Kupac je sada dodeljen Grupi Kupaca %s.,module,Magento_Customer
Would you like to change the Customer Group for this order?,Da li biste želeli da promenite Grupu Kupaca za ovu porudžbinu?,module,Magento_Customer
The VAT ID is valid.,PDV ID je važieči.,module,Magento_Customer
The VAT ID entered (%s) is not a valid VAT ID.,Uneti PDV ID (%s) nije važeći.,module,Magento_Customer
The VAT ID is valid. The current Customer Group will be used.,VAT ID je validan. Trenutna Grupa Korisnika će biti korišćena.,module,Magento_Customer
The VAT ID is valid but no Customer Group is assigned for it.,VAT ID je validan ali mu nijedna Grupa Korisnika nije dodeljena.,module,Magento_Customer
"Based on the VAT ID, the customer belongs to the Customer Group %s.","Na osnovu VAT ID, kupac pripada %s Grupi Kupaca.",module,Magento_Customer
Something went wrong while validating the VAT ID.,Došlo je do greške prilikom potvrđivanja PDV-a.,module,Magento_Customer
The customer would belong to Customer Group %s.,Kupac bi trebao da pripada Grupi Kupaca %s.,module,Magento_Customer
There was an error detecting Customer Group.,Došlo je do greške prilikom detektovanja Grupe Kupaca.,module,Magento_Customer
Validate VAT Number,Potvrdi PDV,module,Magento_Customer
Date of Birth,Datum rođenja,module,Magento_Customer
Done,Gotovo,module,Magento_Customer
Prev,Prethodno,module,Magento_Customer
Next,Sledeće,module,Magento_Customer
Bad request.,Loš zahtev.,module,Magento_Customer
This confirmation key is invalid or has expired.,Ključ za potvrdu je neispravan ili je istekao.,module,Magento_Customer
There was an error confirming the account,Došlo je do greške prilikom potvrđivanja Profila,module,Magento_Customer
Thank you for registering with %1.,Hvala Vam za registrovanje sa %1.,module,Magento_Customer
Please check your email for confirmation key.,Molimo proverite mejl za potvrdni ključ.,module,Magento_Customer
This email does not require confirmation.,Ovaj mejl ne zahteva potvrdu.,module,Magento_Customer
Wrong email.,Pogrešan e-mail.,module,Magento_Customer
Your password reset link has expired.,Link za oporavak vaše lozinke je istekao.,module,Magento_Customer
Invalid Form Key. Please refresh the page.,Nevažeća šifra za formu. Molim osvežite stranicu.,module,Magento_Customer
We can't save the customer.,Ovaj korisnik se ne može sačuvati.,module,Magento_Customer
Please make sure your passwords match.,Proverite da li se vaše lozinke podudaraju.,module,Magento_Customer
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","Ukoliko ste registrovani VAT kupac, molimo <a href=""%1"">kliknite ovde</a> da biste upisali svoju adresu za dostavu, za pravilnu VAT kalkulaciju.",module,Magento_Customer
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","Ukoliko ste registrovani VAT kupac, molimo <a href=""%1"">kliknite ovde</a> da biste upisali svoju adresu za naplatu, za pravilnu VAT kalkulaciju.",module,Magento_Customer
You saved the account information.,Sačuvali ste korisničke podatke.,module,Magento_Customer
The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.,Ulogovali ste se sa pogrešnom šifrom ili je Vaš nalog privremeno onemogućen. Molimo sačekajte i pokušajte ponovo kasnije.,module,Magento_Customer
Password confirmation doesn't match entered password.,Loyinka se ne poklapa sa prethodno unesenom.,module,Magento_Customer
The password doesn't match this account. Verify the password and try again.,Lozinka se ne poklapa sa korisničkim profilom. Proverite lozinku i pokušajte ponovo.,module,Magento_Customer
The email address is incorrect. Verify the email address and try again.,Email adresa nije ispravna. Proverite email adresu i pokušajte ponovo.,module,Magento_Customer
We're unable to send the password reset email.,Nismo u mogućnosti poslati email za ponovno postavljanje lozinke.,module,Magento_Customer
Please enter your email.,Molimo unesite Vaš email.,module,Magento_Customer
If there is an account associated with %1 you will receive an email with a link to reset your password.,Ako postoji nalog povezan sa %1 vi ćete primiti e-mail sa Linkom da poništite lozinku.,module,Magento_Customer
An unspecified error occurred. Please contact us for assistance.,Primećena je nedefinisana greška. Molimo kontaktirajte nas za pomoć.,module,Magento_Customer
A login and a password are required.,Email i lozinka su obavezni.,module,Magento_Customer
New Password and Confirm New Password values didn't match.,Vrednosti nove Lozinke i Potvrda Nove Lozinke se ne poklapaju.,module,Magento_Customer
Please enter a new password.,Molimo upišite novu lozinku.,module,Magento_Customer
You updated your password.,Ažurirali ste lozinku.,module,Magento_Customer
Something went wrong while saving the new password.,Došlo je do greške prilikom snimanja nove Lozinke.,module,Magento_Customer
You deleted the address.,Obrisali ste adresu.,module,Magento_Customer
We can't delete the address right now.,Ne možete obrisati adresu.,module,Magento_Customer
You saved the address.,Sačuvali ste adresu.,module,Magento_Customer
We can't save the address.,Ne možemo sačuvati adresu.,module,Magento_Customer
There is no address id in setting default billing address.,Ne postoji id adrese u podešavanjima podrazumevane adrese za naplatu.,module,Magento_Customer
Default billing address has been changed.,Podrazumevana adresu za naplatu je promenjena.,module,Magento_Customer
We can't change default billing address right now.,Ne možemo promeniti podrazumevanu adresu naplate sada.,module,Magento_Customer
There is no address id in setting default shipping address.,Ne postoji id adrese u podešavanjima podrazumevane adrese za naplatu.,module,Magento_Customer
Default shipping address has been changed.,Podrazumevana adresa za dostavu je izmenjena.,module,Magento_Customer
We can't change default shipping address right now.,Ne možemo promeniti podrazumevanu adresu dostave sada.,module,Magento_Customer
A total of %1 record(s) have been deleted.,Ukupno %1 zapis(a) je uklonjeno.,module,Magento_Customer
There is no such address entity to delete.,Ne postoji takav entitet adrese koji bi mogao biti obrisan.,module,Magento_Customer
We can't mass delete the addresses right now.,Ne možemo masovno obrisati adrese sada.,module,Magento_Customer
Customer address has been updated.,Adresa kupca je ažurirana.,module,Magento_Customer
New customer address has been added.,Nova adresa kupca je dodata.,module,Magento_Customer
There is no customer with such id.,Ne postoji kupac sa tim id-jem.,module,Magento_Customer
We can't change customer address right now.,Ne možemo promeniti adresu kupca sada.,module,Magento_Customer
Page not found.,Stranica nije pronađena.,module,Magento_Customer
The customer ID isn't defined.,ID kupca nije definisan.,module,Magento_Customer
The quote items are incorrect. Verify the quote items and try again.,Navedeni proizvod nije ispravan. Proverite proizvode i pokušajte ponovo.,module,Magento_Customer
You have revoked the customer's tokens.,Opovrgli ste tokene kupca.,module,Magento_Customer
Something went wrong while saving file.,Došlo je do greške prilikom čuvanja fajla.,module,Magento_Customer
You deleted the customer group.,Obrisali ste grupu kupaca.,module,Magento_Customer
The customer group no longer exists.,Grupa kupaca više ne postoji.,module,Magento_Customer
Customers,Kupci,module,Magento_Customer
New Group,Nova grupa,module,Magento_Customer
New Customer Groups,Nova Grupa Kupaca,module,Magento_Customer
Edit Group,Uredi grupu,module,Magento_Customer
Edit Customer Groups,Uredi Grupe Kupaca,module,Magento_Customer
You saved the customer group.,Sačuvali ste grupu kupaca.,module,Magento_Customer
Please select customer(s).,Molimo odaberite kupca(e).,module,Magento_Customer
Customer could not be deleted.,Kupac ne može biti obrisan.,module,Magento_Customer
You deleted the customer.,Obrisali ste kupca.,module,Magento_Customer
Something went wrong while editing the customer.,Došlo je do greške prilikom promene kupca.,module,Magento_Customer
Manage Customers,Upravljanje Kupcima,module,Magento_Customer
Please correct the data sent.,Ispravite poslate podatke.,module,Magento_Customer
A total of %1 record(s) were updated.,Ukupno %1 zapis(a) je ažurirano.,module,Magento_Customer
A total of %1 record(s) were deleted.,Ukupno %1 zapis(a) je obrisano.,module,Magento_Customer
The customer will receive an email with a link to reset password.,Kupac će dobiti mejl sa linkom za resetovanje šifre.,module,Magento_Customer
Something went wrong while resetting customer password.,Došlo je do greške prilikom resetovanja lozinke kupca.,module,Magento_Customer
You saved the customer.,Sačuvali ste kupca.,module,Magento_Customer
Something went wrong while saving the customer.,Došlo je do greške prilikom čuvanja kupca.,module,Magento_Customer
Customer has been unlocked successfully.,Kupac je uspešno otključan.,module,Magento_Customer
Online Customers,Online Kupci,module,Magento_Customer
Customers Now Online,Korisnici Sada Na Mreži,module,Magento_Customer
Please define Wish List item ID.,Molimo definišite ID stavke u Listi Želja.,module,Magento_Customer
Please load Wish List item.,Molimo učitajte stavku u Listi Želja.,module,Magento_Customer
Login successful.,Uspešno ste se prijavili.,module,Magento_Customer
Invalid login or password.,Neispravno prijavljivanje ili šifra.,module,Magento_Customer
"The ""%1"" section source isn't supported.","""%1"" izvor sekcije nije podržan.",module,Magento_Customer
%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface,%1 doesn't extend \Magento\Kupac\CustomerData\SectionSourceInterface,module,Magento_Customer
Confirmation isn't needed.,Potvrda nije neophodna.,module,Magento_Customer
The account is already active.,Ovaj nalog je već aktivan.,module,Magento_Customer
The confirmation token is invalid. Verify the token and try again.,Potvrdni token je neispravan. Proveri token i pokušaj ponovo.,module,Magento_Customer
"Invalid value of ""%value"" provided for the %fieldName field. Possible values: %template1 or %template2.","Neispravna vrednost ""%value"" za polje %fieldName. Moguće vrednosti: %template1 ili %template2.",module,Magento_Customer
"""%fieldName"" is required. Enter and try again.","""%imePolja"" je obavezno. Unesite i probajte ponovo.",module,Magento_Customer
Please enter a password with at most %1 characters.,Molimo unesite Lozinku sa najviše %1 karaktera.,module,Magento_Customer
The password needs at least %1 characters. Create a new password and try again.,Za Lozinku je potrebno najmanje %1 karaktera. Kreirajte novu Lozinku i pokušajte ponovo.,module,Magento_Customer
The password can't begin or end with a space. Verify the password and try again.,Lozinka ne može započeti niti se završiti praznim mestom. Proverite Lozinku i pokušajte ponovo.,module,Magento_Customer
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Minimalno %1 različitih tipova karaktera u lozinki. Klase karaktera: mala slova, velika slova, brojevi, posebni karakteri.",module,Magento_Customer
The password can't be the same as the email address. Create a new password and try again.,Lozinka ne može biti email adresa. Kreirajte novu Lozinku i pokušajte ponovo.,module,Magento_Customer
This customer already exists in this store.,Registrovani kupac već postoji.,module,Magento_Customer
A customer with the same email address already exists in an associated website.,Korisnik sa istom adresom već postoji na pridruženom web sajtu.,module,Magento_Customer
The store view is not in the associated website.,Pregled stranice nije pridružen ovom web sajtu.,module,Magento_Customer
"Invalid value of ""%value"" provided for the %fieldName field.","Neispravna vrednost u ""%value"" obezbeđenoj za %fieldName polje.",module,Magento_Customer
The password token is mismatched. Reset and try again.,Token lozinke nije usklađen. Resetujte i pokušajte ponovo.,module,Magento_Customer
The password token is expired. Reset and try again.,Token lozinke je istekao. Resetujte i pokušajte ponovo.,module,Magento_Customer
The transactional account email type is incorrect. Verify and try again.,Vrsta emaila transakcionog računa je netačna. Verifikujte i pokušajte ponovo.,module,Magento_Customer
The account is locked.,Nalog je zaključan.,module,Magento_Customer
This account isn't confirmed. Verify and try again.,Ovaj nalog nije potvrđen. Proverite i pokušajte ponovo.,module,Magento_Customer
"""%1"" is a required value.","""%1"" je obavezna vrednost.",module,Magento_Customer
Global,Globalno,module,Magento_Customer
Per Website,Po Web sajtu,module,Magento_Customer
Billing Address,Adresa za fakturisanje,module,Magento_Customer
Shipping Address,Adresa za isporuku,module,Magento_Customer
-- Please Select --,-- Molim odaberite --,module,Magento_Customer
A valid password reset token is missing. Enter and try again.,Validni token za resetovanje šifre nedostaje. Unesite ga i pokušajte ponovo.,module,Magento_Customer
ALL GROUPS,SVE GRUPE,module,Magento_Customer
"No such entity with %fieldName = %fieldValue, %field2Name = %field2Value","Ne postoji entitet sa %fieldName = %fieldValue, %field2Name = %field2Value",module,Magento_Customer
File can not be saved to the destination folder.,Fajl ne može biti sačuvan u odredišnom folderu.,module,Magento_Customer
Unable to create directory %1.,Nije moguće kreiranje direktorijuma %1.,module,Magento_Customer
Destination folder is not writable or does not exists.,Destinacijski folder nije upisiv ili ne postoji.,module,Magento_Customer
Something went wrong while saving the file.,Došlo je do greške prilikom čuvanja fajla.,module,Magento_Customer
Reset password token expired.,Resetuj password token expired.,module,Magento_Customer
Attribute object is undefined,Objekat atributa nije definisan,module,Magento_Customer
"""%1"" invalid type entered.","""%1"" neispravan tip je unet.",module,Magento_Customer
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" sadrži vrednosti koje nisu ni slova ni brojevi.",module,Magento_Customer
"""%1"" is an empty string.","""%1"" je prazan niz.",module,Magento_Customer
"""%1"" contains non-numeric characters.","""%1"" sadrži karaktere koji nisu brojevi.",module,Magento_Customer
"""%1"" contains non-alphabetic characters.","""%1"" sadrži karaktere koji nisu slova.",module,Magento_Customer
"""%1"" is not a valid email address.","""%1"" nije validna mejl adresa.",module,Magento_Customer
"""%1"" is not a valid hostname.","""%1"" nije validno hostname.",module,Magento_Customer
"""%1"" uses too many characters.","""%1"" koristi previše karaktera.",module,Magento_Customer
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%' izgleda kao IP adresa, što nije prihvatljiv format.",module,Magento_Customer
'%value%' looks like a DNS hostname but contains a dash in an invalid position.,'%value%' izgleda kao DNS hostname ali sadrži crticu na pogrešnom mestu.,module,Magento_Customer
'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.,'%value%' izgleda kao DNS hostname ali ne možemo ga uporediti sa hostname šemom za TLD '%tld%'.,module,Magento_Customer
'%value%' looks like a DNS hostname but cannot extract TLD part.,'%value%' izgleda kao DNS hostname ali ne može izdvojiti TLD deo.,module,Magento_Customer
'%value%' does not look like a valid local network name.,'%value%' ne izgleda kao validan naziv lokalne mreže.,module,Magento_Customer
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' izgleda kao naziv lokalne mreže, što nije prihvatljiv format.",module,Magento_Customer
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","'%value%' izgleda kao DNS hostname, ali se data punycode notacija ne može dekodirati.",module,Magento_Customer
"""%1"" is not a valid URL.","""%1"" nije važeći URL.",module,Magento_Customer
"""%1"" is not a valid date.","""%1"" nije važeći datum.",module,Magento_Customer
"""%1"" does not fit the entered date format.","""%1"" ne odgovara unetom formatu datuma.",module,Magento_Customer
Please enter a valid date between %1 and %2 at %3.,Molimo unesite validan datum izmedu %1 i %2 u %3.,module,Magento_Customer
Please enter a valid date equal to or greater than %1 at %2.,Molimo unesite validan datum jednak ili veći od %1 u %2.,module,Magento_Customer
Please enter a valid date less than or equal to %1 at %2.,Molimo unesite validan datum manji ili jednak od %1 u %2.,module,Magento_Customer
"""%1"" is not a valid file extension.","""%1"" nije validna ekstenzija za fajl.",module,Magento_Customer
"""%1"" is not a valid file.","""%1"" nije validan fajl.",module,Magento_Customer
"""%1"" exceeds the allowed file size.","""%1"" prelazi dozvoljenu veličinu fajla.",module,Magento_Customer
"""%1"" is not a valid image format.","""%1"" nije validan format slike.",module,Magento_Customer
"""%1"" width exceeds allowed value of %2 px.","""%1"" širina prelazi dozvoljenu vrednost od %2 px.",module,Magento_Customer
"""%1"" height exceeds allowed value of %2 px.","""%1"" visina prelazi dozvoljenu vrednost od %2 px.",module,Magento_Customer
"""%1"" length must be equal or greater than %2 characters.","""%1"" dužina mora biti veća ili jednaka od %2 karaktera.",module,Magento_Customer
"""%1"" length must be equal or less than %2 characters.","""%1"" dužina mora biti manja ili jednaka od %2 karaktera.",module,Magento_Customer
label,oznaka,module,Magento_Customer
The customer email is missing. Enter and try again.,Mejl korisnika nedostaje. Unesite ga i pokušajte ponovo.,module,Magento_Customer
A customer website ID wasn't specified. The ID must be specified to use the website scope.,ID korisničkog veb sajta nije definisan. ID mora biti definisan i korišće u opsegu.,module,Magento_Customer
Customer Group,Grupa kupaca,module,Magento_Customer
"You can't delete group ""%1"".","Ne možete obrisati grupu ""%1"".",module,Magento_Customer
Customer Group already exists.,Grupa Kupaca već postoji.,module,Magento_Customer
Cannot delete group.,Ne možete obrisati grupu.,module,Magento_Customer
Something went wrong.,Nešto krenulo naopako.,module,Magento_Customer
Error during VAT Number verification.,Došlo je do greške prilikom potvrde PIB-a.,module,Magento_Customer
PHP SOAP extension is required.,PHP SOAP ekstenzija je obavezna.,module,Magento_Customer
VAT Number is valid.,PIB broj je validan.,module,Magento_Customer
Please enter a valid VAT number.,Molimo unesite ispravan PIB.,module,Magento_Customer
Your VAT ID was successfully validated.,Vaš PIB je uspešno validiran.,module,Magento_Customer
You will be charged tax.,Biće vam naplaćen porez.,module,Magento_Customer
You will not be charged tax.,Neće vam biti naplaćen porez.,module,Magento_Customer
The VAT ID entered (%1) is not a valid VAT ID.,Uneseni PIB (%1) nije validan.,module,Magento_Customer
Your Tax ID cannot be validated.,Vaš poreski ID ne može biti validiran.,module,Magento_Customer
"If you believe this is an error, please contact us at %1","Ako verujete da je došlo do greške, molimo kontaktirajte nas na %1",module,Magento_Customer
No such entity with %fieldName = %fieldValue,Ne postoji entitet sa %fieldName = %fieldValue,module,Magento_Customer
Male,Muški,module,Magento_Customer
Female,Ženski,module,Magento_Customer
Not Specified,Nije Definisan,module,Magento_Customer
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","Ukoliko ste registrovani VAT kupac, molimo kliknite <a href=""%1"">ovde</a> da biste upisali svoju adresu za naplatu, za pravilnu VAT kalkulaciju.",module,Magento_Customer
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","Ukoliko ste registrovani PDV kupac, molimo kliknite <a href=""%1"">ovde</a> da biste upisali svoju adresu za dostavu, za pravilnu PDV kalkulaciju.",module,Magento_Customer
NoSuchEntityException,Izuzetak nepostojećeg entiteta,module,Magento_Customer
Exception message,Poruka o izuzeću,module,Magento_Customer
Validator Exception,Izuzetak Provere Valjanosti,module,Magento_Customer
Localized Exception,Lokalizovani Izuzetak,module,Magento_Customer
some error,neka greška,module,Magento_Customer
Street,Ulica,module,Magento_Customer
NOT LOGGED IN,NISTE ULOGOVANI,module,Magento_Customer
Please enter the state/province.,Molimo upišite državu/pokrajinu.,module,Magento_Customer
region is a required field.,region je obavezno polje.,module,Magento_Customer
"""regionId"" is required. Enter and try again.","""regionId"" je obavezan. Upišite i pokušajte ponovo.",module,Magento_Customer
Something went wrong,Nešto nije u redu,module,Magento_Customer
Label,Oznaka,module,Magento_Customer
Select...,Izabrati...,module,Magento_Customer
Edit,Izmeni,module,Magento_Customer
Delete %1,Obriši %1,module,Magento_Customer
Are you sure you want to delete a %1 record?,Da li ste sigurni da želite da obrišete %1 zapis?,module,Magento_Customer
Set as default billing,Podesi kao podrazumavanu naplatu,module,Magento_Customer
Set address as default billing,Podesi adresu kao za podrazumevanu naplatu,module,Magento_Customer
Are you sure you want to set the address as default billing address?,Da li ste sigurni da želite da podesite ovu adresu kao podrazumevanu adresu za naplatu?,module,Magento_Customer
Set as default shipping,Podesi kao podrazumevanu dostavu,module,Magento_Customer
Set address as default shipping,Podesi adresu kao podrazumevanu za dostavu,module,Magento_Customer
Are you sure you want to set the address as default shipping address?,Da li ste sigurni da želite da podesite adresu kao podrazumevanu adresu za dostavu?,module,Magento_Customer
Delete address,Obriši adresu,module,Magento_Customer
Are you sure you want to delete the address?,Da li ste sigurni da želite da obrišete adresu?,module,Magento_Customer
Visitor,Posetilac,module,Magento_Customer
Customer,Kupac,module,Magento_Customer
No item specified.,Nema označenih stavki.,module,Magento_Customer
Are you sure you want to remove this item?,Jeste li sigurni da želite da uklonite ovaj artikal?,module,Magento_Customer
Personal Information,Lične informacije,module,Magento_Customer
Last Logged In:,Poslednja Prijava:,module,Magento_Customer
Last Logged In (%1):,Poslednja Prijava (%1):,module,Magento_Customer
Account Lock:,Nalog Zaključan:,module,Magento_Customer
Confirmed email:,Potvrđeni mejl:,module,Magento_Customer
Account Created:,Nalog je Kreiran:,module,Magento_Customer
Account Created on (%1):,Nalog je Kreiran (%1):,module,Magento_Customer
Account Created in:,Nalog je Kreiran:,module,Magento_Customer
Customer Group:,Grupa kupaca:,module,Magento_Customer
Default Billing Address,Podrazumevana Adresa za Naplatu,module,Magento_Customer
Sales Statistics,Statistika Prodaje,module,Magento_Customer
Web Site,Web lokacija,module,Magento_Customer
Store,Prodavnica,module,Magento_Customer
Lifetime Sales,Totalna rasprodaja,module,Magento_Customer
Average Sale,Prosečna Prodaja,module,Magento_Customer
All Store Views,Svi pregledi prodavnica,module,Magento_Customer
Change,Promena,module,Magento_Customer
Manage Addresses,Upravljajte adresama,module,Magento_Customer
Default Shipping Address,Podrazumevana Adresa Dostave,module,Magento_Customer
Account Information,Informacije o korisničkom nalogu,module,Magento_Customer
Contact Information,Kontakt podaci,module,Magento_Customer
Change Password,Promeni lozinku,module,Magento_Customer
Newsletters,Bilten,module,Magento_Customer
"You are subscribed to ""General Subscription"".","Prijavljeni ste na ""Opšte Pretplate"".",module,Magento_Customer
or,ili,module,Magento_Customer
My Account,Moj nalog,module,Magento_Customer
Default Addresses,Podrazumevane adrese,module,Magento_Customer
Change Billing Address,Promeni Adresu za Naplatu,module,Magento_Customer
You have no default billing address in your address book.,Nemate podrazumevanu adresu za naplatu u svom adresaru.,module,Magento_Customer
Change Shipping Address,Promeni Adresu Dostave,module,Magento_Customer
You have no default shipping address in your address book.,Nemate podrazumevanu adresu dostave u svom adresaru.,module,Magento_Customer
* Required Fields,* Obavezna polja,module,Magento_Customer
Address,Adresa,module,Magento_Customer
Street Address %1,Ulica %1,module,Magento_Customer
City,Grad,module,Magento_Customer
It's a default billing address.,To je podrazumevana adresa za naplatu.,module,Magento_Customer
Use as my default billing address,Koristi kao moju podrazumevanu adresu za naplatu,module,Magento_Customer
It's a default shipping address.,To je podrazumevana adresa za dostavu.,module,Magento_Customer
Use as my default shipping address,Koristi moju podrazumevanu adresu dostave,module,Magento_Customer
Save Address,Sačuvaj adresu,module,Magento_Customer
Go back,Nazad,module,Magento_Customer
Additional Address Entries,Dodatni Unosi Adresa,module,Magento_Customer
Additional addresses,Dodatne adrese,module,Magento_Customer
First Name,Ime,module,Magento_Customer
Last Name,Prezime,module,Magento_Customer
Street Address,Adresa,module,Magento_Customer
Country,Država,module,Magento_Customer
State,Država,module,Magento_Customer
Zip/Postal Code,Poštanski broj,module,Magento_Customer
Phone,Telefon,module,Magento_Customer
Actions,Radnje,module,Magento_Customer
You have no other address entries in your address book.,Nemate više unosa u svom adresaru.,module,Magento_Customer
Please enter your email below and we will send you the confirmation link.,Molimo unesite email i poslaćemo vam link za potvrdu.,module,Magento_Customer
Email,E-pošta,module,Magento_Customer
Send confirmation link,Pošalji potvrdni link,module,Magento_Customer
Back to Sign In,Natrag na Prijavu,module,Magento_Customer
Change Email,Promeni Mejl,module,Magento_Customer
Change Email and Password,Promeni Mejl i Šifru,module,Magento_Customer
Current Password,Trenutna lozinka,module,Magento_Customer
New Password,Nova lozinka,module,Magento_Customer
Password Strength,Jačina Šifre,module,Magento_Customer
No Password,Nema Šifre,module,Magento_Customer
Confirm New Password,Potvrdi Novu Šifru,module,Magento_Customer
Please enter your email address below to receive a password reset link.,Molimo unesite email adresu ispod da biste dobili link za resetovanje lozinke.,module,Magento_Customer
Reset My Password,Resetovanje Lozinke,module,Magento_Customer
Registered Customers,Registrovani Kupci,module,Magento_Customer
"If you have an account, sign in with your email address.","Ako imate Profil, prijavite se sa emailom.",module,Magento_Customer
Password,Lozinka,module,Magento_Customer
Forgot Your Password?,Zaboravili ste lozinku?,module,Magento_Customer
Subscription option,Opcije pretplate,module,Magento_Customer
General Subscription,Opšte Postavke,module,Magento_Customer
Sign Up for Newsletter,Prijavi se za Newsletter,module,Magento_Customer
Address Information,Informacija o Adresi,module,Magento_Customer
"Please select a region, state or province.",Molimo odaberite mesto.,module,Magento_Customer
Sign-in Information,Informacije o Prijavi,module,Magento_Customer
Confirm Password,Potvrda lozinke,module,Magento_Customer
Create an Account,Kreiraj Nalog,module,Magento_Customer
Set a New Password,Postavi novu lozinku,module,Magento_Customer
You have signed out and will go to our homepage in 5 seconds.,Odjavili ste se i bićete preusmereni na početnu stranicu za 5 sekundi.,module,Magento_Customer
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","Profil nije potvrđen. <a href=""%1"">Kliknite ovde</a> da bismo Vam poslali potvrdni email.",module,Magento_Customer
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Morate potvrditi svoj nalog. Molimo proverite svoju elektronsku poštu za link za potvrdu ili <a href=""%1"">kliknite ovde</a> za novi link.",module,Magento_Customer
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","Već postoji Profil sa ovom email adresom. Ako ste sigurni da je ovo Vaša adresa, <a href=""%1"">kliknite ovde</a> da biste dobili lozinku i pristup svom Profilu.",module,Magento_Customer
New Customers,Novi kupac,module,Magento_Customer
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","Kreiranje Profila ima mnogo prednosti: brzu proveru, lak pristup prethodnim porudžbinama, mogućnost kreiranja spiska adresa i podešavanja.",module,Magento_Customer
Company,Kompanija,module,Magento_Customer
Fax,Faks,module,Magento_Customer
Name,Ime,module,Magento_Customer
Phone Number,Broj telefona,module,Magento_Customer
Import failed: %1,Uvoz nije uspeo: %1,module,Magento_Deploy
"The class for ""%1"" type wasn't declared. Enter the class and try again.","Klasa za ""%1"" tip nije upisana. Unesite klasu i pokušajte ponovo.",module,Magento_Deploy
%1 does not implement %2,%1 nije uvežen %2,module,Magento_Deploy
File app/etc/%1 can't be read. Please check if it exists and has read permissions.,File app/etc/%1 ne može biti pročitan. Molimo proverite da li postoji i da li ima dozvole za čitanje.,module,Magento_Deploy
There are no sensitive configurations to fill,Ne postoje osetljive konfiguracije koje treba ispuniti,module,Magento_Deploy
The value can't be empty. Enter the value and try again.,Vrednost ne može biti prazna. Molimo unesite vrednost i pokušajte ponovo.,module,Magento_Deploy
